1.54,5.20,0.00,337,248,24
1.45,5.19,0.00,356,333,27
1.37,5.03,0.00,367,396,25
1.45333,5.14,0,353.333,325.667,25.3333

9.72,38.31,0.01,393,6645,160
11.01,43.60,0.02,396,7655,155
10.24,40.50,0.00,395,7115,153
10.3233,40.8033,0.01,394.667,7138.33,156

38.94,154.94,0.04,397,28178,597
41.86,166.41,0.20,397,31615,555
41.49,165.08,0.08,397,31484,539
40.7633,162.143,0.106667,397,30425.7,563.667

