1.13,4.37,0.01,386,11,22
1.12,4.32,0.00,384,13,23
1.18,4.31,0.00,365,19,20
1.14333,4.33333,0.00333333,378.333,14.3333,21.6667

8.70,33.13,0.00,380,123,101
8.73,32.94,0.01,377,130,90
8.65,32.70,0.01,378,121,89
8.69333,32.9233,0.00666667,378.333,124.667,93.3333

41.21,156.20,0.28,379,648,444
38.03,144.02,0.05,378,586,386
41.92,159.11,0.02,379,670,448
40.3867,153.11,0.116667,378.667,634.667,426

