1.21,4.69,0.00,387,516,24
1.11,4.32,0.00,388,452,25
1.12,4.32,0.00,383,450,26
1.14667,4.44333,0,386,472.667,25

8.20,32.59,0.06,397,8130,158
8.21,32.48,0.06,395,8215,156
8.17,32.48,0.01,397,8130,157
8.19333,32.5167,0.0433333,396.333,8158.33,157

32.66,129.70,0.04,397,32875,603
39.32,156.54,0.05,398,39571,604
38.83,154.26,0.17,397,39249,610
36.9367,146.833,0.0866667,397.333,37231.7,605.667

